contest_type	contest_district_type	Selection	Contest	ReportingUnit	CountItemType	Count
BallotMeasure	state	No	Transportation Funding	Colorado;San Miguel County	total	1834
BallotMeasure	state	No	Transportation Funding	Colorado;Sedgwick County	total	823
BallotMeasure	state	No	Transportation Funding	Colorado;Summit County	total	6655
BallotMeasure	state	No	Transportation Funding	Colorado;Teller County	total	9270
BallotMeasure	state	No	Transportation Funding	Colorado;Washington County	total	1844
BallotMeasure	state	No	Transportation Funding	Colorado;Weld County	total	82631
BallotMeasure	state	No	Transportation Funding	Colorado;Yuma County	total	3031
BallotMeasure	state	Yes	Transportation Funding	Colorado;Adams County	total	61445
BallotMeasure	state	Yes	Transportation Funding	Colorado;Alamosa County	total	1989
BallotMeasure	state	Yes	Transportation Funding	Colorado;Arapahoe County	total	110457
BallotMeasure	state	Yes	Transportation Funding	Colorado;Archuleta County	total	2136
BallotMeasure	state	Yes	Transportation Funding	Colorado;Baca County	total	340
BallotMeasure	state	Yes	Transportation Funding	Colorado;Bent County	total	437
BallotMeasure	state	Yes	Transportation Funding	Colorado;Boulder County	total	96340
BallotMeasure	state	Yes	Transportation Funding	Colorado;Broomfield County	total	16064
BallotMeasure	state	Yes	Transportation Funding	Colorado;Chaffee County	total	3687
BallotMeasure	state	Yes	Transportation Funding	Colorado;Cheyenne County	total	238
BallotMeasure	state	Yes	Transportation Funding	Colorado;Clear Creek County	total	2252
BallotMeasure	state	Yes	Transportation Funding	Colorado;Conejos County	total	789
BallotMeasure	state	Yes	Transportation Funding	Colorado;Costilla County	total	488
BallotMeasure	state	Yes	Transportation Funding	Colorado;Crowley County	total	289
BallotMeasure	state	Yes	Transportation Funding	Colorado;Custer County	total	715
BallotMeasure	state	Yes	Transportation Funding	Colorado;Delta County	total	4139
BallotMeasure	state	Yes	Transportation Funding	Colorado;Denver County	total	168197
BallotMeasure	state	Yes	Transportation Funding	Colorado;Dolores County	total	224
BallotMeasure	state	Yes	Transportation Funding	Colorado;Douglas County	total	62266
BallotMeasure	state	Yes	Transportation Funding	Colorado;Eagle County	total	9963
BallotMeasure	state	Yes	Transportation Funding	Colorado;El Paso County	total	69776
BallotMeasure	state	Yes	Transportation Funding	Colorado;Elbert County	total	3260
BallotMeasure	state	Yes	Transportation Funding	Colorado;Fremont County	total	4962
BallotMeasure	state	Yes	Transportation Funding	Colorado;Garfield County	total	9056
BallotMeasure	state	Yes	Transportation Funding	Colorado;Gilpin County	total	1270
BallotMeasure	state	Yes	Transportation Funding	Colorado;Grand County	total	2880
BallotMeasure	state	Yes	Transportation Funding	Colorado;Gunnison County	total	3536
BallotMeasure	state	Yes	Transportation Funding	Colorado;Hinsdale County	total	231
BallotMeasure	state	Yes	Transportation Funding	Colorado;Huerfano County	total	1208
BallotMeasure	state	Yes	Transportation Funding	Colorado;Jackson County	total	193
BallotMeasure	state	Yes	Transportation Funding	Colorado;Jefferson County	total	128532
BallotMeasure	state	Yes	Transportation Funding	Colorado;Kiowa County	total	217
BallotMeasure	state	Yes	Transportation Funding	Colorado;Kit Carson County	total	834
BallotMeasure	state	Yes	Transportation Funding	Colorado;La Plata County	total	11872
BallotMeasure	state	Yes	Transportation Funding	Colorado;Lake County	total	1105
BallotMeasure	state	Yes	Transportation Funding	Colorado;Larimer County	total	78702
BallotMeasure	state	Yes	Transportation Funding	Colorado;Las Animas County	total	1815
BallotMeasure	state	Yes	Transportation Funding	Colorado;Lincoln County	total	474
BallotMeasure	state	Yes	Transportation Funding	Colorado;Logan County	total	2279
BallotMeasure	state	Yes	Transportation Funding	Colorado;Mesa County	total	20030
BallotMeasure	state	Yes	Transportation Funding	Colorado;Mineral County	total	213
BallotMeasure	state	Yes	Transportation Funding	Colorado;Moffat County	total	1248
BallotMeasure	state	Yes	Transportation Funding	Colorado;Montezuma County	total	3354
BallotMeasure	state	Yes	Transportation Funding	Colorado;Montrose County	total	4909
BallotMeasure	state	Yes	Transportation Funding	Colorado;Morgan County	total	2790
BallotMeasure	state	Yes	Transportation Funding	Colorado;Otero County	total	1865
BallotMeasure	state	Yes	Transportation Funding	Colorado;Ouray County	total	1424
BallotMeasure	state	Yes	Transportation Funding	Colorado;Park County	total	2906
BallotMeasure	state	Yes	Transportation Funding	Colorado;Phillips County	total	639
BallotMeasure	state	Yes	Transportation Funding	Colorado;Pitkin County	total	4760
BallotMeasure	state	Yes	Transportation Funding	Colorado;Prowers County	total	1033
BallotMeasure	state	Yes	Transportation Funding	Colorado;Pueblo County	total	18810
BallotMeasure	state	Yes	Transportation Funding	Colorado;Rio Blanco County	total	685
BallotMeasure	state	Yes	Transportation Funding	Colorado;Rio Grande County	total	1347
BallotMeasure	state	Yes	Transportation Funding	Colorado;Routt County	total	6047
BallotMeasure	state	Yes	Transportation Funding	Colorado;Saguache County	total	982
BallotMeasure	state	Yes	Transportation Funding	Colorado;San Juan County	total	168
BallotMeasure	state	Yes	Transportation Funding	Colorado;San Miguel County	total	2088
BallotMeasure	state	Yes	Transportation Funding	Colorado;Sedgwick County	total	342
BallotMeasure	state	Yes	Transportation Funding	Colorado;Summit County	total	6896
BallotMeasure	state	Yes	Transportation Funding	Colorado;Teller County	total	3174
BallotMeasure	state	Yes	Transportation Funding	Colorado;Washington County	total	506
BallotMeasure	state	Yes	Transportation Funding	Colorado;Weld County	total	38454
BallotMeasure	state	Yes	Transportation Funding	Colorado;Yuma County	total	960
Candidate	state-house	Alysia Padilla	Colorado;General Assembly House of Representatives District 1	Colorado;Denver County	total	8595
Candidate	state-house	Alysia Padilla	Colorado;General Assembly House of Representatives District 1	Colorado;Jefferson County	total	92
Candidate	state-house	Darrell Dinges	Colorado;General Assembly House of Representatives District 1	Colorado;Denver County	total	1095
Candidate	state-house	Darrell Dinges	Colorado;General Assembly House of Representatives District 1	Colorado;Jefferson County	total	4
Candidate	state-house	Susan Lontine	Colorado;General Assembly House of Representatives District 1	Colorado;Denver County	total	17313
Candidate	state-house	Susan Lontine	Colorado;General Assembly House of Representatives District 1	Colorado;Jefferson County	total	87
Candidate	state-house	Edie Hooton	Colorado;General Assembly House of Representatives District 10	Colorado;Boulder County	total	36310
Candidate	state-house	Murl S. Hendrickson IV	Colorado;General Assembly House of Representatives District 10	Colorado;Boulder County	total	5513
Candidate	state-house	Brian O Donahue	Colorado;General Assembly House of Representatives District 11	Colorado;Boulder County	total	13394
Candidate	state-house	Jonathan Singer	Colorado;General Assembly House of Representatives District 11	Colorado;Boulder County	total	27545
Candidate	state-house	Sonya Jaquez Lewis	Colorado;General Assembly House of Representatives District 12	Colorado;Boulder County	total	30880
Candidate	state-house	Theresa Stets	Colorado;General Assembly House of Representatives District 12	Colorado;Boulder County	total	11110
Candidate	state-house	K.C. Becker	Colorado;General Assembly House of Representatives District 13	Colorado;Boulder County	total	24085
Candidate	state-house	K.C. Becker	Colorado;General Assembly House of Representatives District 13	Colorado;Clear Creek County	total	2906
Candidate	state-house	K.C. Becker	Colorado;General Assembly House of Representatives District 13	Colorado;Gilpin County	total	1814
Candidate	state-house	K.C. Becker	Colorado;General Assembly House of Representatives District 13	Colorado;Grand County	total	3522
Candidate	state-house	K.C. Becker	Colorado;General Assembly House of Representatives District 13	Colorado;Jackson County	total	172
Candidate	state-house	Kevin Sipple	Colorado;General Assembly House of Representatives District 13	Colorado;Boulder County	total	3820
Candidate	state-house	Kevin Sipple	Colorado;General Assembly House of Representatives District 13	Colorado;Clear Creek County	total	2285
Candidate	state-house	Kevin Sipple	Colorado;General Assembly House of Representatives District 13	Colorado;Gilpin County	total	1442
Candidate	state-house	Kevin Sipple	Colorado;General Assembly House of Representatives District 13	Colorado;Grand County	total	3828
Candidate	state-house	Kevin Sipple	Colorado;General Assembly House of Representatives District 13	Colorado;Jackson County	total	554
Candidate	state-house	Paul J. Haddick	Colorado;General Assembly House of Representatives District 14	Colorado;El Paso County	total	12787
Candidate	state-house	Shane Sandridge	Colorado;General Assembly House of Representatives District 14	Colorado;El Paso County	total	27765
Candidate	state-house	Brenda Krause	Colorado;General Assembly House of Representatives District 15	Colorado;El Paso County	total	12874
Candidate	state-house	Dave Williams	Colorado;General Assembly House of Representatives District 15	Colorado;El Paso County	total	20499
Candidate	state-house	Andrew Smith	Colorado;General Assembly House of Representatives District 16	Colorado;El Paso County	total	12484
Candidate	state-house	John Hjersman	Colorado;General Assembly House of Representatives District 16	Colorado;El Paso County	total	1360
Candidate	state-house	Larry G. Liston	Colorado;General Assembly House of Representatives District 16	Colorado;El Paso County	total	20177
Candidate	state-house	Kit Roupe	Colorado;General Assembly House of Representatives District 17	Colorado;El Paso County	total	7745
Candidate	state-house	"Thomas ""Tony"" Exum Sr."	Colorado;General Assembly House of Representatives District 17	Colorado;El Paso County	total	11037
Candidate	state-house	Maile Foster	Colorado;General Assembly House of Representatives District 18	Colorado;El Paso County	total	2489
Candidate	state-house	Marc A. Snyder	Colorado;General Assembly House of Representatives District 18	Colorado;El Paso County	total	20778
Candidate	state-house	Mary Elizabeth Fabian	Colorado;General Assembly House of Representatives District 18	Colorado;El Paso County	total	12853
Candidate	state-house	Asia M. Zanders	Colorado;General Assembly House of Representatives District 19	Colorado;El Paso County	total	11667
Candidate	state-house	Tim Geitner	Colorado;General Assembly House of Representatives District 19	Colorado;El Paso County	total	36828
Candidate	state-house	Alec Garnett	Colorado;General Assembly House of Representatives District 2	Colorado;Denver County	total	40121
Candidate	state-house	Kent Edward Jarnig	Colorado;General Assembly House of Representatives District 20	Colorado;El Paso County	total	13881
Candidate	state-house	Terri Carver	Colorado;General Assembly House of Representatives District 20	Colorado;El Paso County	total	23479
Candidate	state-house	Liz Rosenbaum	Colorado;General Assembly House of Representatives District 21	Colorado;El Paso County	total	8863
Candidate	state-house	Lois Landgraf	Colorado;General Assembly House of Representatives District 21	Colorado;El Paso County	total	12529
Candidate	state-house	Colin Larson	Colorado;General Assembly House of Representatives District 22	Colorado;Jefferson County	total	23064
Candidate	state-house	Todd Kastetter	Colorado;General Assembly House of Representatives District 22	Colorado;Jefferson County	total	19939
Candidate	state-house	Chris Kennedy	Colorado;General Assembly House of Representatives District 23	Colorado;Jefferson County	total	25414
Candidate	state-house	Joan Poston	Colorado;General Assembly House of Representatives District 23	Colorado;Jefferson County	total	15011
Candidate	state-house	Arthur Erwin	Colorado;General Assembly House of Representatives District 24	Colorado;Jefferson County	total	14945
Candidate	state-house	Monica Duran	Colorado;General Assembly House of Representatives District 24	Colorado;Jefferson County	total	25987
Candidate	state-house	Lisa A. Cutter	Colorado;General Assembly House of Representatives District 25	Colorado;Jefferson County	total	25968
Candidate	state-house	Steve Szutenbach	Colorado;General Assembly House of Representatives District 25	Colorado;Jefferson County	total	23267
Candidate	state-house	Dylan Roberts	Colorado;General Assembly House of Representatives District 26	Colorado;Eagle County	total	12640
Candidate	state-house	Dylan Roberts	Colorado;General Assembly House of Representatives District 26	Colorado;Routt County	total	8121
Candidate	state-house	Luke Bray	Colorado;General Assembly House of Representatives District 26	Colorado;Eagle County	total	729
Candidate	state-house	Luke Bray	Colorado;General Assembly House of Representatives District 26	Colorado;Routt County	total	310
Candidate	state-house	Nicki Mills	Colorado;General Assembly House of Representatives District 26	Colorado;Eagle County	total	7978
Candidate	state-house	Nicki Mills	Colorado;General Assembly House of Representatives District 26	Colorado;Routt County	total	4606
Candidate	state-house	Brianna Titone	Colorado;General Assembly House of Representatives District 27	Colorado;Jefferson County	total	24957
Candidate	state-house	Vicki Pyne	Colorado;General Assembly House of Representatives District 27	Colorado;Jefferson County	total	24518
Candidate	state-house	Kerry Tipper	Colorado;General Assembly House of Representatives District 28	Colorado;Jefferson County	total	22286
Candidate	state-house	Kristina Joy Alley	Colorado;General Assembly House of Representatives District 28	Colorado;Jefferson County	total	14419
Candidate	state-house	Ross Klopf	Colorado;General Assembly House of Representatives District 28	Colorado;Jefferson County	total	1265
Candidate	state-house	Grady Nouis	Colorado;General Assembly House of Representatives District 29	Colorado;Jefferson County	total	14169
Candidate	state-house	Hans V. Romer	Colorado;General Assembly House of Representatives District 29	Colorado;Jefferson County	total	1637
Candidate	state-house	Tracy Kraft-Tharp	Colorado;General Assembly House of Representatives District 29	Colorado;Jefferson County	total	22100
Candidate	state-house	Jeff Bridges	Colorado;General Assembly House of Representatives District 3	Colorado;Arapahoe County	total	23457
Candidate	state-house	Toren Mushovic	Colorado;General Assembly House of Representatives District 3	Colorado;Arapahoe County	total	14891
Candidate	state-house	Dafna Michaelson Jenet	Colorado;General Assembly House of Representatives District 30	Colorado;Adams County	total	16239
Candidate	state-house	Susan Kochevar	Colorado;General Assembly House of Representatives District 30	Colorado;Adams County	total	11729
Candidate	state-house	Bree Owens	Colorado;General Assembly House of Representatives District 31	Colorado;Adams County	total	1883
Candidate	state-house	Rico Figueroa	Colorado;General Assembly House of Representatives District 31	Colorado;Adams County	total	11397
Candidate	state-house	Yadira Caraveo	Colorado;General Assembly House of Representatives District 31	Colorado;Adams County	total	16242
