contest_type	Contest	contest_district_type	Selection	ReportingUnit	Count
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0007	161
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0008	440
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0010	123
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0011	80
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0012	38
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0013	76
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0014	68
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0015	156
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0016	93
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0017	147
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0018	109
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0019	96
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0020	105
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0021	37
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0022	169
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0023	132
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0024	157
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0025	182
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0026	92
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0027	226
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;Precinct 0028	214
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Arin Wilhelm	North Carolina;Stanly County;TRANSFER	0
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 01	760
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 02	349
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 03	1059
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 04	1694
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 05A	1563
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 07	609
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 08	1160
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 09	901
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 10	1205
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 11	1057
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 12	483
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 13	927
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 14A	1537
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 15	1279
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 16	502
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 17	714
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 18	31
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 19A	1560
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 21	987
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 22	366
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 23	653
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 24	601
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 25	1371
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 26	836
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 27	501
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 28	486
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 29	529
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 30	651
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 31	649
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 32	612
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 33	831
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 34	522
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 35	190
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 36	529
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 38	433
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 39	515
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 40	634
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 41	678
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 42	21
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 44	1051
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Rowan County;Precinct 45	339
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;ABS ADDTNL	22
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;ABS BY MAIL	225
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;OS BOE	6442
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;PROVISIONAL	74
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0002	116
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0003	300
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0007	268
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0008	38
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0010	196
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0011	225
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0012	166
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0013	314
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0014	257
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0015	261
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0016	222
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0017	512
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0018	317
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0019	492
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0020	645
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0021	375
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0022	566
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0023	822
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0024	1025
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0025	988
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0026	387
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0027	591
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;Precinct 0028	252
Candidate	North Carolina;General Assembly Senate District 33	state-senate	Carl Ford	North Carolina;Stanly County;TRANSFER	0
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct BA	624
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct BE	895
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct CC1	1208
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct CC2	1301
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct CC3	1560
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct CC4	1169
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct CD	587
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct CH-A	532
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct CH-B	366
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct CS	436
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct DV1-A	1460
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct DV1-B	1553
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct DV2-A	635
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct DV2-B	1025
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct EM	111
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct FT	1153
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct NH	113
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct OL	131
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct SB	206
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct SH-A	360
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct SH-B	335
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct ST1	839
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct ST2	735
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct ST3	868
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct ST4	773
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct ST5	807
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct ST6	921
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct TB	354
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Iredell County;Precinct UG	154
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;ABSENTEE MAIL	77
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;ONE STOP	897
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;PROVISIONAL	7
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct BNVL	206
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct DCRK	101
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct EBND	169
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct FBSH	188
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct NBCK	72
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct NFAL	54
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct NKNB	228
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct NLIB	202
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct SBCK	65
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct SFAL	81
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct SKNB	47
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Beniah McMiller	North Carolina;Yadkin County;Precinct SLIB	111
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct BA	1798
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct BE	2092
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct CC1	2004
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct CC2	1747
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct CC3	2844
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct CC4	2192
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct CD	1926
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct CH-A	889
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct CH-B	929
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct CS	1031
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct DV1-A	3394
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct DV1-B	4307
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct DV2-A	1858
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct DV2-B	1831
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct EM	538
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct FT	3007
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct NH	562
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct OL	562
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct SB	844
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct SH-A	1328
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct SH-B	1361
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct ST1	1347
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct ST2	863
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct ST3	710
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct ST4	942
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct ST5	826
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct ST6	756
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct TB	844
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Iredell County;Precinct UG	677
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;ABSENTEE MAIL	143
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;ONE STOP	3093
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;PROVISIONAL	25
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct BNVL	880
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct DCRK	504
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct EBND	765
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct FBSH	980
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct NBCK	459
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct NFAL	397
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct NKNB	826
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct NLIB	694
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct SBCK	286
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct SFAL	524
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct SKNB	392
Candidate	North Carolina;General Assembly Senate District 34	state-senate	Vickie Sawyer	North Carolina;Yadkin County;Precinct SLIB	658
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;ABSENTEE	0
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;CURBSIDE	0
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;PROVISIONAL	0
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 001	283
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 002	560
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 003	317
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 004	477
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 005	665
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 006	238
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 007	738
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 008	820
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 009	437
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 010	425
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 011	196
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 013	215
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 014	265
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 015	1171
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 016	1084
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 017A	660
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 017B	1045
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 018	608
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 019	1169
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 020A	1192
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 020B	957
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 021	310
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 022	333
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 023	394
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 024	290
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 025	267
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 026	213
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 027	225
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 028A	1350
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 028B	1026
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 028C	899
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 028D	1217
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 029A	1334
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 029B	426
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 029C	486
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 030	975
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 031	882
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 033	494
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 034	536
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 036	296
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 037A	1375
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 038A	878
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 038B	553
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 039	327
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 040	907
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 041	892
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 042	412
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;Precinct 043	369
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Caroline L. Walker	North Carolina;Union County;TRANSFER	0
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Todd Johnson	North Carolina;Union County;ABSENTEE	0
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Todd Johnson	North Carolina;Union County;CURBSIDE	0
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Todd Johnson	North Carolina;Union County;PROVISIONAL	0
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Todd Johnson	North Carolina;Union County;Precinct 001	118
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Todd Johnson	North Carolina;Union County;Precinct 002	288
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Todd Johnson	North Carolina;Union County;Precinct 003	261
Candidate	North Carolina;General Assembly Senate District 35	state-senate	Todd Johnson	North Carolina;Union County;Precinct 004	105
